dates,0,50,100,150,200,250,300,350,400,450,500,550,600,650,700,750,800,850,900,950,1000,1050,1100,1150,1200
1987-09-16 23:31:08+00:00,7.417982151687603,9.272312348985501,13.35658162958984,9.581018237869912,3.4337377108555387,2.7003318538080237,2.1931816337760353,-1.1179736628480796,-4.775913642627131,-5.799817758367276,-5.6525798609542335,-10.331710698252905,-4.738652663987352,1.276219189343358,1.1855341664104344,0.7326091968178048,1.3482475886000245,3.447322973916677,0.931852610416243,1.048835043593371,3.3137729719600912,-3.3251651735611247,-9.972824189188565,-14.80011142097785,-9.49459763020046
1987-09-23 23:37:29+00:00,8.514852717489745,17.19946887664519,27.125285526283406,22.67073478309851,26.871895912322287,23.174408299395573,18.57769364240744,15.030061600549189,18.641982877902308,17.605613270407375,20.314180366631547,26.414193097970625,16.754658986292874,13.612470366592888,14.205872016058734,13.950797226224559,23.211543890310594,23.519980015687594,24.01406206693153,26.38804203674122,21.258093745413575,23.83828672549319,20.97904243925734,15.689518385438241,9.519221712390753
1987-10-25 23:38:03+00:00,-3.0785143165992253,0.0,2.776014799220782,8.942181596803245,12.115013577729684,14.388339592641891,9.519966402790807,9.906087924559728,9.74997077481708,5.159857785462499,6.820373421248739,11.06593976338187,7.7047306914951506,5.429582704547009,6.257739057019613,4.697777202437841,9.10728338117383,13.347887997869137,5.44141073869848,0.7560249626070146,3.2619661025504953,5.045518138459656,1.2107511668563333,6.821746672769812,4.316341614768149
1988-03-01 23:40:13+00:00,,,,,,,,9.35477515376784,5.504376420308276,4.945199007883716,3.1590249533241064,5.8061543693066255,13.637337207306551,10.002246348250807,9.748737675236562,9.829911927985115,13.225933889859846,17.44520605394021,15.706155389556628,5.027477066935241,6.668745772918172,12.157143212755301,10.930662366101458,11.07568604559173,6.770990883479129
1988-04-11 23:34:20+00:00,0.495242316418377,-0.1605020287946175,0.32926513722375716,5.062602272857831,4.806146391902502,6.505339275399365,9.81368930425677,7.821329812862018,7.384962622227434,6.677046410556798,7.63161758388236,-1.527696573372637,-0.5037150658587493,-1.317424389093901,2.658804259302606,7.363412092898145,7.545819821191664,5.94611965639367,9.354322657751574,3.5487756484022555,0.2865120407190531,2.730341559402632,6.126721301035936,4.402312647451815,-2.257536495255728
1988-06-21 23:41:02+00:00,16.57331905826782,16.445291230885083,32.28735966873674,33.442556838517135,30.293710179883746,30.379961102313068,25.394161105693968,24.311956400336882,26.862201937745375,21.670856770281517,17.520895239728965,14.723670458903321,12.95829667659163,13.24961723595252,10.684012668292304,7.918616818634845,13.298948531844523,18.733787551440365,11.184720593130628,10.90660290157377,5.473653815341791,7.1089744537245,12.30008190462474,11.313390041522126,7.155492107234622
1988-09-18 23:34:59+00:00,,-19.842036308417022,-15.756460692824625,-9.028439593429873,-9.211944078124255,-6.305526415512865,-9.144871749912479,-8.757513582994935,-15.030298190514163,-22.872199423668743,-19.956386853038072,-23.629097819394868,-26.714765922536294,-23.903529170631835,-20.831237286326942,-13.878539280495168,,,,,,,,,
1988-10-04 23:34:54+00:00,-8.223802516313953,0.7072997746011254,-6.153668936666669,2.070905677570991,-4.887449383547292,-3.566848644167237,-4.682333484249625,-2.9624045284971814,7.977137353299085,-3.841543004882105,-5.704398673458179,-3.087032953199376,-1.142815249835742,-21.698829417678528,-6.642644306777953,-8.77022397829366,-12.671800690108888,-11.976644883977087,-1.9375162725665405,3.1823893710408058,-0.547250039926567,-2.7800495280175213,-2.7673791524308697,0.5951007438597102,-0.08597557412777235
1988-11-05 23:34:51+00:00,0.8770939396867874,3.669012203055267,10.289733195724523,13.509556823748369,13.229689917408336,10.102404450520972,11.350630740932388,10.595704668532704,9.383391719652195,-4.226771200791802,-0.8948879560197938,4.623904665905023,7.282670138711865,10.704893563612707,9.244825320706354,8.027167657957747,7.2421737493321885,5.75300345419965,-6.886053284327716,0.530056319270976,3.5520697385185755,9.394692279991943,13.320905211686792,14.051025544299087,6.736273103046294
1988-11-21 23:34:51+00:00,-18.185361266016102,-4.437187977559375,-5.292464386005257,-10.241584044122071,-0.36353341654918836,4.055976946447245,1.7641040716821905,-3.0169627073747733,-1.295643615131148,-12.148524592325565,-14.396593401542642,-20.84492069041387,-12.298765870971025,-4.688055993174018,-4.182879994777068,1.31906879241253,-3.318010204111154,2.07498189056939,2.4164105959564424,4.991545551351258,0.5666386180069338,0.22084280928768152,6.241630803535372,-0.29784556105805393,0.9188203915517263
1989-02-25 23:34:05+00:00,-2.7745209285590064,0.6004727612792422,-6.065289942493038,4.840751434736248,6.699818559146543,10.051374990119761,8.932384238572538,14.27953643135151,10.007238471515741,9.357688907109619,7.614080758899675,5.493950477110644,0.7166774338165354,-4.053748138439367,-4.0580929460303,-0.1127098761403218,-2.232590830451251,-0.05543830499745894,6.597417629771627,4.270280943654136,10.783424908093622,6.9939255366140145,11.732382964012857,12.94505008455912,11.318989892975651
1989-03-04 23:40:06+00:00,-13.720350461141258,-4.337823675383149,0.7875351865874975,1.962220406094751,3.9518279824461473,9.72265668569505,6.508084183127622,4.651153560130119,2.38495057628397,-2.274534225098712,-3.182832780446212,-2.9237500860344454,-12.86171971790387,-10.322503368670215,-6.184319764129416,-6.173326473660559,-1.1513615254234608,6.839313535884557,17.850237858101195,17.925505636880416,16.879532547478007,19.603562677315907,21.463415707225266,26.688777847299413,25.675296861678035
1989-04-14 23:33:20+00:00,-20.439989715268602,-13.050944764738219,-9.185685576857601,-1.1094261819780087,3.243735157264055,5.1786322043320325,3.0628921661845894,4.429573022009819,0.7591982828147295,-3.467640414750356,-5.763220353242112,-4.843886887474177,-6.671750456743453,-2.688630805421454,-5.717919568628485,0.0,-6.752132113146423,1.569977483855169,4.361547406107391,6.691137386413054,-0.8185432309951466,-0.4070885066504033,6.769643791095831,3.43840146922674,-10.304893633474258
1989-06-01 23:32:31+00:00,27.925728766400304,32.85955680786321,18.88026533865417,22.33469091332654,18.932199013548782,23.26367525399632,15.500439231072534,12.91532370347263,20.211666398686866,7.814699710361296,-1.376280518731079,-6.2623645619945805,-2.9415377444829645,1.444728267394396,4.574215418483313,-0.505653861644916,8.03792043567983,4.535635387718628,13.323271287395677,14.42516366059538,9.593211663107013,0.7766331732298184,-11.208796433334918,-7.9410934313164105,-4.723062813889598
1989-08-27 23:36:53+00:00,6.700391255266375,6.998816239675044,12.732965004484626,23.103989163794097,19.66757935754771,25.090379425225557,14.598206436440456,10.504328229916375,10.608267918518486,10.663975465485848,7.209542037100626,0.5784822462046577,-1.8246722350332831,-3.3554989906085595,4.141762979003879,1.9123398738362596,-4.680674135335941,7.066857948913977,10.352052848128046,3.155017465617078,2.26915612670755,-10.548609155967888,-11.411471120736728,-7.656390263832911,-6.046779979314451
1989-09-28 23:36:09+00:00,8.24077251606267,19.814299163238935,12.986990717021058,18.399104686040303,10.869912276002111,21.288476770364795,15.959537387671645,23.00693088401492,30.398631603879394,,,,,,,,,,,,,,,,
1989-10-14 23:35:36+00:00,,,,,,,,,,,,-11.447367280211168,-10.930940951570133,-1.0639228126783777,-0.9136002526826985,0.10648731885940776,1.5404215627688203,-0.01893997874612552,3.241761010258138,4.257093465974954,3.1711550822047556,-6.54263748197765,-8.326543117112593,-5.245017526769118,0.6462124278735928
1989-11-08 23:28:45+00:00,11.701111594124235,13.390618071836236,20.567746079342243,20.807659433270175,23.31888056548223,14.970250735531344,12.877699622737723,13.079271628362967,10.453549335311273,6.590758140989209,6.923351786546675,3.432404071357979,7.422833067334906,1.687959513108268,1.1260471490606534,0.6822789752727658,-6.759120651928939,9.23802972519222,8.261655684119198,5.461645637078952,0.2549471914596353,3.7476947082478844,3.5151542325081238,-2.736862788808658,1.8063106306068804
1990-06-20 23:24:24+00:00,24.35861094569973,26.400964609529517,22.58875049482421,23.161654909774313,4.658913293002563,4.888052324596458,6.2064402199290285,-1.556252216697949,-4.723832099762291,-7.706512970497343,-8.167741743133305,-14.957984060961063,-26.58791165493996,-18.620976398854417,-14.007309259354344,-17.614815592694697,-12.162549388142804,-10.562229984393213,-4.823005128089072,-5.818938874716949,-6.501826224652767,-20.390446658829344,-30.71491409085236,-14.218308819912075,-9.69414029021327
1990-07-22 23:24:18+00:00,31.977463872763813,34.9061398335292,42.54407930881828,41.54162294087949,36.85359028720251,36.973879989238476,31.859085438774287,23.599642762983514,23.39877108241666,30.395702438750433,27.38029730814378,25.655951944013793,24.891441451785106,19.96250165144133,17.024132701323303,19.89790563317549,8.640645371790384,19.93412581052916,21.88015387460767,22.00171787016177,24.766622296910256,37.80236440691141,31.59476959819024,26.99178960267576,20.261318813263898
1990-08-30 23:30:17+00:00,-7.2114039837898645,1.5780773237531136,10.294436639836746,4.095676983730748,-0.8720356169450696,-4.36221774038966,5.399780446105694,6.04541802556043,5.713111896695416,2.726482984660599,3.260630089126458,,,,,,,,,,,,,,
1990-09-08 23:24:05+00:00,5.748893505941119,13.326610371460909,19.49205007769484,17.177124033346715,18.406423123607155,19.058156095030263,13.477513194756341,9.853651331045896,15.170095815712521,12.312448531773882,9.354798304106275,10.154288044832654,6.631440343900657,10.624973981371006,10.13059743571359,7.978820576761947,8.66707613587667,8.998177556351337,9.722300688221743,7.615130791827333,4.213461753112085,3.1139708530981594,6.8026697717776585,3.472023950597169,-2.7570946973264014
1990-11-18 23:29:53+00:00,-18.32285774288767,-0.9885010747255407,3.026187909581907,13.343320214738156,21.54420204232099,14.765004396694593,8.89417563847826,-1.6581124463115557,-7.670144309701151,-2.7428515550340222,1.4466365956359653,3.148729837612123,2.8804654908060883,0.28454990677484915,-1.3604448901345663,-0.6617234096221409,5.275184976009179,0.4084816247754617,3.785885702140419,-1.5191953714746944,2.83083054539901,4.4068456580099635,9.653919068905978,4.749402919516861,6.689338316467214
1990-11-27 23:23:32+00:00,-3.20124723799011,-4.082177725404065,0.2103785774035316,8.312581149772868,11.724277259909144,5.03722624672924,1.6810698095621888,1.8803632372179564,,,,,,,,,,,,,,,,,
1990-12-29 23:24:01+00:00,-12.023179422663638,-1.9452200447412835,3.050730243945331,-3.7568673926860896,-4.091510169053706,4.449277725677696,-1.6054547258309597,-0.8427622568284932,11.58843983454463,8.35412495194521,7.85676493346044,7.261383732010849,6.192787113797067,6.81357199308291,5.53251380678546,6.024741453648559,5.023753400912497,7.043705949461433,7.9165900011634065,8.195157326297796,2.3182466476638908,-0.11895170524550025,9.443416358854442,0.7546179511771953,-0.8597042640298795
